date,crmid,sku
2020-12-01,6282746083579080721061053,prd1086
2020-12-01,6282746083579080721061053,prd1057
2020-12-01,6275507317571254269967197,prd1050
2020-12-01,6275507317571254269967197,prd1032
2020-12-01,6162886691370417785718757,prd1156
2020-12-01,6047055621393149806928109,prd1049
2020-12-01,6046152796972787735420655,prd1125
2020-12-01,6046152796972787735420655,prd1097
2020-12-01,6043901827016354654678019,prd1066
2020-12-01,5930396134451711520598654,prd1142
2020-12-01,5927655754384106811995831,prd1108
2020-12-01,5915989130,prd1083
2020-12-01,5820003446755058762955126,prd1198
2020-12-01,5815031552702909693389082,prd1183
2020-12-01,5815031552702909693389082,prd1121
2020-12-01,5815031552702909693389082,prd1075
2020-12-01,5815031552702909693389082,prd1052
2020-12-01,5813678134207863608418808,prd1044
2020-12-01,5699260735212624133022763,prd1135
2020-12-01,5699260735212624133022763,prd1125
2020-12-01,5699260735212624133022763,prd1084
2020-12-01,5699260735212624133022763,prd1070
2020-12-01,5699241230742219683471896,prd1176
2020-12-01,5699241230742219683471896,prd1149
2020-12-01,5699241230742219683471896,prd1081
2020-12-01,5699241230742219683471896,prd1068
2020-12-01,5699241230742219683471896,prd1059
2020-12-01,5699241230742219683471896,prd1055
2020-12-01,5699241230742219683471896,prd1027
2020-12-01,5699241230742219683471896,prd1022
2020-12-01,5695624439588543587431065,prd1084
2020-12-01,5587509335464263057500577,prd1046
2020-12-01,5581208841650531238458864,prd1155
2020-12-01,5581208841650531238458864,prd1125
2020-12-01,5581208841650531238458864,prd1102
2020-12-01,5581208744999441640635837,prd1098
2020-12-01,4544540880,prd1156
2020-12-01,4544540880,prd1048
2020-12-01,4544540880,prd1014
2020-12-01,3039541649598471351230308,prd1112
2020-12-01,3039541649598471351230308,prd1037
2020-12-01,3035409011,prd1024
2020-12-01,2952436828186344286560994,prd1024
2020-12-01,2590055106784396505383283,prd1097
2020-12-01,2586701523801710192964920,prd1190
2020-12-01,2544652669389788278137624,prd1185
2020-12-01,2544652669389788278137624,prd1089
2020-12-01,2544652669389788278137624,prd1025
2020-12-01,2542541368588175466234029,prd1171
2020-12-01,2542541368588175466234029,prd1058
2020-12-01,2542541368588175466234029,prd1052
2020-12-01,2499780275215117749561312,prd1054
2020-12-01,2497840145936526990001708,prd1014
2020-12-01,2408967789749540513621534,prd1044
2020-12-01,2391306229856717317280289,prd1036
2020-12-01,2391306229856717317280289,prd1026
2020-12-01,2391173791925509538901936,prd1184
2020-12-01,2391173791925509538901936,prd1046
2020-12-01,2391173791925509538901936,prd1010
2020-12-01,2391173791925509538901936,prd1009
2020-12-01,2391173791925509538901936,prd1004
2020-12-01,2391173791925509538901914,prd1195
2020-12-01,2391173791925509538901900,prd1116
2020-12-01,2391173791925509538901900,prd1018
2020-12-01,2391173791925509538901900,prd1006
2020-12-01,2389313945536220914415142,prd1150
2020-12-01,2357279548841285817328973,prd1060
2020-12-01,2356881273233860987869569,prd1172
2020-12-01,2356881273233860987869569,prd1149
2020-12-01,2356881273233860987869569,prd1090
2020-12-01,2356881273233860987869569,prd1057
2020-12-01,2355418589042289305694929,prd1109
2020-12-01,2355418589042289305694929,prd1044
2020-12-01,2355418589042289305694929,prd1011
2020-12-01,2355154834678807872456257,prd1037
2020-12-01,2354628329716056492244071,prd1066
2020-12-01,2354080431,prd1025
2020-12-01,2323126688887916618652932,prd1054
2020-12-01,2322719059095824044471561,prd1080
2020-12-01,2321389346461646000360197,prd1179
2020-12-01,2321265769669430929675497,prd1087
2020-12-01,2321265769669430929675497,prd1078
2020-12-01,2320724706009315210791003,prd1072
2020-12-01,2288957747130103365934818,prd1097
2020-12-01,2288957747130103365934818,prd1068
2020-12-01,2288957747130103365934818,prd1042
2020-12-01,2288833651258984499081807,prd1030
2020-12-01,2273790172226751813198280,prd1076
2020-12-01,2273271853771937963168291,prd1155
2020-12-01,2273271853771937963168291,prd1131
2020-12-01,2273271853771937963168291,prd1014
2020-12-01,2273084137013078820656925,prd1156
2020-12-01,2270437969910010777300616,prd1157
2020-12-01,2270437969910010777300616,prd1100
2020-12-01,2270437969910010777300616,prd1039
2020-12-01,2255195840676395971078026,prd1125
2020-12-01,2254537465681857649045488,prd1094
2020-12-01,2252534786547736863048424,prd1159
2020-12-01,2252280398458089749212298,prd1009
2020-12-01,2252277767821581125388675,prd1196
2020-12-01,2252277767821581125388675,prd1017
2020-12-01,2226085951159546660397884,prd1061
2020-12-01,2220501957746106109511258,prd1172
2020-12-01,2220501957746106109511258,prd1157
2020-12-01,2220501957746106109511258,prd1037
2020-12-01,2220501957746106109511150,prd1030
2020-12-01,2220501957746106109511143,prd1193
2020-12-01,2220501957746106109511143,prd1029
2020-12-01,2220501957746106109511143,prd1023
2020-12-01,2220501957746106109511107,prd1163
2020-12-01,2183327564766624912426941,prd1052
2020-12-01,2182974877429007070674994,prd1009
2020-12-01,2179983668808263047788795,prd1061
2020-12-01,1948682132223353505881903,prd1198
2020-12-01,1948682132223353505881903,prd1195
2020-12-01,1948682132223353505881903,prd1191
2020-12-01,1948682132223353505881903,prd1176
2020-12-01,1948682132223353505881903,prd1131
2020-12-01,1948682132223353505881903,prd1120
2020-12-01,1948682132223353505881903,prd1110
2020-12-01,1948682132223353505881903,prd1095
2020-12-01,1948682132223353505881903,prd1069
2020-12-01,1948682132223353505881903,prd1063
2020-12-01,1948682132223353505881903,prd1013
2020-12-01,1946815493406210875518706,prd1163
2020-12-01,1946548578773471648766528,prd1130
2020-12-01,1946414613505545839751918,prd1040
2020-12-01,1946414613505545839751918,prd1026
2020-12-01,1946282735201969786171791,prd1182
2020-12-01,1946282735201969786171791,prd1021
2020-12-01,1914920751226291745349211,prd1037
2020-12-01,1914513153895059581294461,prd1054
2020-12-01,1913192223425026640139389,prd1179
2020-12-01,1880362383045135350196766,prd1026
2020-12-01,1880362383045135350196744,prd1163
2020-12-01,1880362383045135350196744,prd1039
2020-12-01,1880362383045135350196744,prd1007
2020-12-01,1880362383045135350196744,prd1005
2020-12-01,1878633889573589870958037,prd1009
2020-12-01,1878633889573589870957929,prd1035
2020-12-01,1878633889573589870957928,prd1194
2020-12-01,1878633889573589870957906,prd1019
2020-12-01,1878633889573589870957878,prd1175
2020-12-01,1878633889573589870957878,prd1166
2020-12-01,1878490040766752087823165,prd1075
2020-12-01,1843933250565142358780817,prd1042
2020-12-01,1812428993456199424669570,prd1175
2020-12-01,1812428993456199424669570,prd1083
2020-12-01,1812428993456199424669570,prd1024
2020-12-01,1812428993456199424669563,prd1121
2020-12-01,1812428993456199424669549,prd1186
2020-12-01,1812428993456199424669549,prd1053
2020-12-01,1812428993456199424669549,prd1046
2020-12-01,1812428993456199424669549,prd1037
2020-12-01,1812428993456199424669549,prd1025
2020-12-01,1812428993456199424669477,prd1181
2020-12-01,1812428993456199424669477,prd1071
2020-12-01,1812428993456199424669412,prd1168
2020-12-01,1812428993456199424669412,prd1129
2020-12-01,1812428993456199424669412,prd1020
2020-12-01,1810974592553207416547238,prd1162
2020-12-01,1809902413691316424068666,prd1112
2020-12-01,1778542989189354007114167,prd1005
2020-12-01,1778533154256858676713250,prd1109
2020-12-01,1778533154256858676713250,prd1074
2020-12-01,1778533154256858676713250,prd1030
2020-12-01,1778269363257716985641047,prd1176
2020-12-01,1778269363257716985641033,prd1056
2020-12-01,1778269363257716985640933,prd1149
2020-12-01,1778269363257716985640933,prd1116
2020-12-01,1778269363257716985640933,prd1012
2020-12-01,1778269363257716985640897,prd1130
2020-12-01,1776143640846153115658458,prd1134
2020-12-01,1776017979124825200675272,prd1191
2020-12-01,1676589672476292798893276,prd1149
2020-12-01,1676589672476292798893276,prd1139
2020-12-01,1674856463621409619950734,prd1075
2020-12-01,1640035906791238086857353,prd1086
2020-12-01,1640035906791238086857353,prd1069
2020-12-01,1640035906791238086857325,prd1184
2020-12-01,1640035906791238086857325,prd1056
2020-12-01,1011951645142408121326941,prd1150
2020-12-01,1011951645142408121326941,prd1030
2020-12-02,1778269363257716985640896,prd1180
2020-12-02,1778269363257716985640896,prd1172
2020-12-02,1778269363257716985640896,prd1152
2020-12-02,1778269363257716985640896,prd1140
2020-12-02,1778269363257716985640896,prd1133
2020-12-02,1778269363257716985640896,prd1124
2020-12-02,1778269363257716985640896,prd1092
2020-12-02,1778269363257716985640896,prd1089
2020-12-02,1778269363257716985640896,prd1077
2020-12-02,1778269363257716985640896,prd1043
2020-12-02,1878633889573589870957921,prd1188
2020-12-02,1878633889573589870957921,prd1184
2020-12-02,1878633889573589870957921,prd1176
2020-12-02,1878633889573589870957921,prd1164
2020-12-02,1878633889573589870957921,prd1130
2020-12-02,1878633889573589870957921,prd1128
2020-12-02,1878633889573589870957921,prd1081
2020-12-02,1878633889573589870957921,prd1045
2020-12-02,1878633889573589870957921,prd1043
2020-12-02,1878633889573589870957921,prd1017
2020-12-02,1878633889573589870957885,prd1140
2020-12-02,1878633889573589870957885,prd1134
2020-12-02,1878633889573589870957885,prd1124
2020-12-02,1878633889573589870957885,prd1113
2020-12-02,1878633889573589870957885,prd1112
2020-12-02,1878633889573589870957885,prd1080
2020-12-02,1878633889573589870957885,prd1067
2020-12-02,1878633889573589870957885,prd1049
2020-12-02,1878633889573589870957885,prd1046
2020-12-02,1878633889573589870957885,prd1039
2020-12-02,1878633889573589870957885,prd1038
2020-12-02,1878633889573589870957885,prd1013
2020-12-02,1878633889573589870957885,prd1011
2020-12-02,1878633889573589870957885,prd1006
2020-12-02,1878633889573589870958000,prd1135
2020-12-02,1878633889573589870958000,prd1032
2020-12-02,1878633889573589870958000,prd1031
2020-12-02,1878633889573589870958000,prd1020
2020-12-02,1948815054928478749269786,prd1164
2020-12-02,1948815054928478749269786,prd1113
2020-12-02,1948815054928478749269786,prd1095
2020-12-02,1948815054928478749269786,prd1072
2020-12-02,1878633889573589870958029,prd1151
2020-12-02,1878633889573589870958029,prd1069
2020-12-02,1878633889573589870958029,prd1043
2020-12-02,1878633889573589870958029,prd1035
2020-12-02,1812428993456199424669412,prd1065
2020-12-02,1812428993456199424669412,prd1052
2020-12-02,1812428993456199424669412,prd1025
2020-12-02,1812428993456199424669412,prd1006
2020-12-02,1709013489597926606500169,prd1185
2020-12-02,1709013489597926606500169,prd1072
2020-12-02,1709013489597926606500169,prd1040
2020-12-02,7788470702786979700931897,prd1038
2020-12-02,7788470702786979700931897,prd1031
2020-12-02,7079800755688279002615454,prd1095
2020-12-02,7079800755688279002615454,prd1070
2020-12-02,6052036418511368365850963,prd1177
2020-12-02,6052036418511368365850963,prd1128
2020-12-02,3176123074219356469320253,prd1149
2020-12-02,3176123074219356469320253,prd1142
2020-12-02,3176123074219356469320253,prd1113
2020-12-02,3176123074219356469320253,prd1067
2020-12-02,3176123074219356469320253,prd1043
2020-12-02,3175945745117623926299217,prd1196
2020-12-02,3175945745117623926299217,prd1078
2020-12-02,3175945745117623926299217,prd1065
2020-12-02,3175945745117623926299217,prd1059
2020-12-02,2391173791925509538901936,prd1188
2020-12-02,2391173791925509538901936,prd1103
2020-12-02,2391173791925509538901936,prd1091
2020-12-02,2391173791925509538901936,prd1079
2020-12-02,2391173791925509538901936,prd1024
2020-12-02,2391173791925509538901936,prd1008
2020-12-02,2391173791925509538901936,prd1003
2020-12-02,2389313945536220914415142,prd1099
2020-12-02,2389313945536220914415142,prd1017
2020-12-02,2355154834678807872456242,prd1133
2020-12-02,2355154834678807872456242,prd1027
2020-12-02,2355154834678807872456242,prd1013
2020-12-02,2252280398458089749212298,prd1147
2020-12-02,2252280398458089749212298,prd1027
2020-12-02,2252280398458089749212298,prd1025
2020-12-02,2252280398458089749212298,prd1018
2020-12-02,2220501957746106109511258,prd1178
2020-12-02,2220501957746106109511258,prd1004
2020-12-02,1880362383045135350196672,prd1164
2020-12-02,1880362383045135350196672,prd1126
2020-12-02,1878633889573589870957878,prd1027
2020-12-02,1878633889573589870957878,prd1009
2020-12-02,1812563465704580444093634,prd1197
2020-12-02,1812563465704580444093634,prd1192
2020-12-02,1812563465704580444093634,prd1180
2020-12-02,1812563465704580444093634,prd1170
2020-12-02,1812563465704580444093634,prd1154
2020-12-02,1812563465704580444093634,prd1143
2020-12-02,1812563465704580444093634,prd1110
2020-12-02,1812563465704580444093634,prd1101
2020-12-02,1812563465704580444093634,prd1100
2020-12-02,1812563465704580444093634,prd1059
2020-12-02,1812563465704580444093634,prd1055
2020-12-02,1812563465704580444093634,prd1047
2020-12-02,1812563465704580444093634,prd1041
2020-12-02,1812563465704580444093634,prd1028
2020-12-02,1812563465704580444093634,prd1024
2020-12-02,1812563465704580444093634,prd1009
2020-12-02,1812428993456199424669534,prd1171
2020-12-02,1812428993456199424669534,prd1116
2020-12-02,1812428993456199424669534,prd1025
2020-12-02,1812428993456199424669534,prd1006
2020-12-02,1812428993456199424669448,prd1173
2020-12-02,1812428993456199424669448,prd1151
2020-12-02,1812428993456199424669448,prd1125
2020-12-02,1778269363257716985640925,prd1182
2020-12-02,1778269363257716985640925,prd1161
2020-12-02,1776017979124825200675272,prd1081
2020-12-02,1776017979124825200675272,prd1011
2020-12-02,1640825133758791619948667,prd1197
2020-12-02,1640825133758791619948667,prd1190
2020-12-02,1640825133758791619948667,prd1074
2020-12-02,1640825133758791619948667,prd1036
2020-12-02,1640825133758791619948667,prd1028
2020-12-02,1640292381766655378537825,prd1129
2020-12-02,1640292381766655378537825,prd1028
2020-12-02,1640292381766655378537825,prd1017
2020-12-02,1640035906791238086857439,prd1189
2020-12-02,1640035906791238086857439,prd1036
2020-12-02,1640035906791238086857346,prd1149
2020-12-02,1640035906791238086857346,prd1057
2020-12-02,1640035906791238086857324,prd1083
2020-12-02,1640035906791238086857324,prd1002
2020-12-02,9764774619584685482471369,prd1043
2020-12-02,9340003505262210789023669,prd1152
2020-12-02,9340003505262210789023669,prd1037
2020-12-02,9074711521027592180064215,prd1018
2020-12-02,8931404143392214241777215,prd1012
2020-12-02,8136749856954970120317536,prd1129
2020-12-02,8136749856954970120317536,prd1052
2020-12-02,8136749856954970120317536,prd1027
2020-12-02,8136295735848843568943547,prd1021
2020-12-02,8135389378003432281246164,prd1140
2020-12-02,8130419244137548302294468,prd1066
2020-12-02,8127707209838335436307095,prd1092
2020-12-02,8127707209838335436307095,prd1076
2020-12-02,8127707209838335436307095,prd1039
2020-12-02,8073620833,prd1196
2020-12-02,8073620833,prd1087
2020-12-02,8073620833,prd1085
2020-12-02,8073620833,prd1054
2020-12-02,8071601680,prd1139
2020-12-02,8020987755940006710282604,prd1159
2020-12-02,8015076009838561112152978,prd1067
2020-12-02,7898373904587738518060010,prd1197
2020-12-02,7898373904587738518060010,prd1196
2020-12-02,7898373904587738518060010,prd1191
2020-12-02,7898373904587738518060010,prd1148
2020-12-02,7898373904587738518060010,prd1139
2020-12-02,7898373904587738518060010,prd1128
2020-12-02,7898373904587738518060010,prd1120
2020-12-02,7898373904587738518060010,prd1108
2020-12-02,7898373904587738518060010,prd1096
2020-12-02,7898373904587738518060010,prd1059
2020-12-02,7898373904587738518060010,prd1048
2020-12-02,7897022294674286579253808,prd1181
2020-12-02,7782583589097970495732794,prd1076
2020-12-02,7782583589097970495732794,prd1017
2020-12-02,7782159559632986575710947,prd1071
2020-12-02,7782159559632986575710947,prd1009
2020-12-02,7782143602983625064048015,prd1175
2020-12-02,7782143602983625064048015,prd1080
2020-12-02,7781687818907215597568721,prd1022
2020-12-02,7780777974898476226975542,prd1021
2020-12-02,7779874978524317031308231,prd1037
2020-12-02,7672706903942640830601926,prd1068
2020-12-02,7664113042692750205007643,prd1158
2020-12-02,7664077699255891662542788,prd1035
2020-12-02,7556453771092528999029840,prd1184
2020-12-02,7556453771092528999029840,prd1091
2020-12-02,7556453771092528999029840,prd1078
2020-12-02,7556453771092528999029840,prd1038
2020-12-02,7556453771092528999029840,prd1006
2020-12-02,7552363520271839780537325,prd1181
2020-12-02,7552363520271839780537325,prd1040
2020-12-02,7549668974783873065939012,prd1082
2020-12-02,7549668974783873065939012,prd1019
2020-12-02,7548313886121086181082658,prd1175
2020-12-02,7338413631146835433429324,prd1077
2020-12-02,7338413631146835433429324,prd1037
2020-12-02,7338413631146835433429324,prd1035
2020-12-02,7206003834537650933063922,prd1193
2020-12-02,7206003834537650933063922,prd1189
2020-12-02,7206003834537650933063922,prd1154
2020-12-02,7206003834537650933063922,prd1147
2020-12-02,7206003834537650933063922,prd1078
2020-12-02,7206003834537650933063922,prd1067
2020-12-02,7206003834537650933063922,prd1066
2020-12-02,7206003834537650933063922,prd1052
2020-12-02,7206003834537650933049989,prd1195
2020-12-02,7206003834537650933049989,prd1191
2020-12-02,7206003834537650933049989,prd1179
2020-12-02,7206003834537650933049989,prd1010
2020-12-02,7206003834537650933035493,prd1162
2020-12-02,7206003834537650933035493,prd1135
2020-12-02,7206003834537650933035493,prd1098
2020-12-02,6631480959683855917920238,prd1017
2020-12-02,6631021669087784323941439,prd1126
2020-12-02,6630544489167597857610578,prd1177
2020-12-02,6630544489167597857610578,prd1143
2020-12-02,6630544489167597857610578,prd1057
2020-12-02,6630544489167597857610578,prd1026
2020-12-02,6629639919250249994914433,prd1053
2020-12-02,6623754640915001135180800,prd1182
2020-12-02,6623754640915001135180800,prd1123
2020-12-02,6623754640915001135180800,prd1035
2020-12-02,6621950545637213396333952,prd1162
2020-12-02,6516111139858889928884349,prd1163
2020-12-02,6516111139858889928884349,prd1070
2020-12-02,6509806995156362513132494,prd1166
2020-12-02,6509806995156362513132494,prd1122
2020-12-02,6509806995156362513132494,prd1039
2020-12-02,6506153204036650386789136,prd1055
2020-12-02,6399442812238069447686493,prd1194
2020-12-02,6399442812238069447686493,prd1083
2020-12-02,6399442812238069447686493,prd1054
2020-12-02,6392186239939094772843885,prd1176
2020-12-02,6391749869935422669847921,prd1075
2020-12-02,6391749869935422669847921,prd1032
2020-12-02,6391749869935422669847921,prd1003
2020-12-02,6391304714251616838750353,prd1126
2020-12-02,6390362881402393682601116,prd1018
2020-12-02,6283627608781277145250200,prd1193
2020-12-02,6283627608781277145250200,prd1182
2020-12-02,6283627608781277145250200,prd1117
2020-12-02,6277288189148587540146938,prd1072
2020-12-02,6277288189148587540146938,prd1043
2020-12-02,6277288189148587540146938,prd1042
2020-12-02,6275475397156793538643376,prd1138
2020-12-02,6275475397156793538643376,prd1083
2020-12-02,6275475397156793538643376,prd1081
2020-12-02,6166466213068651157051833,prd1187
2020-12-02,6159713323910373624704904,prd1076
2020-12-02,6052971135256455451149309,prd1184
2020-12-02,6052971135256455451149309,prd1162
2020-12-02,6051584160903405639656502,prd1017
2020-12-02,6051160014053539098840165,prd1009
2020-12-02,6051129970752851566464747,prd1049
2020-12-02,6046152872568274136322262,prd1195
2020-12-02,6046152872568274136322262,prd1184
2020-12-02,6046152872568274136322262,prd1180
2020-12-02,6046152872568274136322262,prd1172
2020-12-02,6046152872568274136322262,prd1122
2020-12-02,6046152872568274136322262,prd1040
2020-12-02,6046152872568274136322262,prd1021
2020-12-02,6045283604839583151851077,prd1109
2020-12-02,6045283604839583151851077,prd1068
2020-12-02,6045283604839583151851077,prd1054
2020-12-02,6045283604839583151851077,prd1029
2020-12-02,6045283604839583151851077,prd1013
2020-12-02,6045283604839583151851077,prd1011
2020-12-02,6045276406048228457242183,prd1080
2020-12-02,5929938534406469871730306,prd1105
2020-12-02,5927655754384106811995831,prd1177
2020-12-02,5927655754384106811995831,prd1088
2020-12-02,5699681154498317548051536,prd1124
2020-12-02,5699234121647239861278196,prd1189
2020-12-02,5699234121647239861278196,prd1129
2020-12-02,5699234121647239861278196,prd1124
2020-12-02,5699234121647239861278196,prd1006
2020-12-02,5698787213189040141986352,prd1124
2020-12-02,5697419611040782478231293,prd1098
2020-12-02,5695617386057175874583994,prd1179
2020-12-02,5695617386057175874583994,prd1115
2020-12-02,5695617386057175874583994,prd1091
2020-12-02,5695617386057175874583994,prd1088
2020-12-02,5695617386057175874583994,prd1053
2020-12-02,5695617386057175874583994,prd1018
2020-12-02,5695617386057175874583994,prd1001
2020-12-02,5583926279667294432975587,prd1054
2020-12-02,5583899645801071127380566,prd1188
2020-12-02,5582984419423911722475104,prd1188
2020-12-02,5580758177996018176592875,prd1081
2020-12-02,5580277636761717003514309,prd1137
2020-12-02,4593956479,prd1077
2020-12-02,3142698095,prd1004
2020-12-02,3133194950782423150842098,prd1017
2020-12-02,2997327854116873515986373,prd1156
2020-12-02,2997327854116873515986373,prd1080
2020-12-02,2997327854116873515986373,prd1031
2020-12-02,2997327854116873515986373,prd1020
2020-12-02,2994133693502945230746716,prd1111
2020-12-02,2590411889147977830081543,prd1131
2020-12-02,2590411889147977830081543,prd1009
2020-12-02,2544652669389788278137624,prd1011
2020-12-02,2542010637595133108451625,prd1150
2020-12-02,2499603590424474751465139,prd1189
2020-12-02,2499603590424474751465139,prd1162
2020-12-02,2499603590424474751465139,prd1111
2020-12-02,2499603590424474751465139,prd1091
2020-12-02,2499603590424474751465139,prd1045
2020-12-02,2499603590424474751465139,prd1036
2020-12-02,2499603590424474751465139,prd1021
